,ResponseID,Real/Sim,SceneID,Object Configuration,Tgt Location,Ref Location,Camera Location,Vector to Target X,Vector to Target Y,Vector to Target Z,Vector to Reference X,Vector to Reference Y,Vector to Reference Z,LP Scores Dict
51,13,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.8333333333333334, 'front': 0.16666666666666666, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.8333333333333334, 'close': 0.8333333333333334, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.8333333333333334, 'below': 0.16666666666666666, 'right': 0.16666666666666663}"
52,14,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.8333333333333334, 'against': 0.0, 'behind': 0.8333333333333334, 'at': 0.0, 'beside': 0.6666666666666666, 'front': 0.3333333333333333, 'left': 0.0, 'on': 0.0, 'near': 0.6666666666666666, 'close': 0.5, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.6666666666666666, 'below': 0.3333333333333333, 'right': 1.0}"
53,14,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.5, 'against': 0.0, 'behind': 0.5, 'at': 0.6666666666666666, 'beside': 0.0, 'front': 0.5, 'left': 0.6666666666666666, 'on': 0.0, 'near': 0.8333333333333334, 'close': 0.5, 'next': 0.5, 'over': 0.16666666666666666, 'on top': 0.5, 'vicinity': 0.0, 'below': 0.5, 'right': 0.33333333333333337}"
54,14,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.6666666666666666, 'front': 0.0, 'left': 0.5, 'on': 0.0, 'near': 0.8333333333333334, 'close': 0.6666666666666666, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.6666666666666666, 'below': 0.0, 'right': 0.5}"
55,14,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.6666666666666666, 'against': 0.5, 'behind': 0.6666666666666666, 'at': 0.6666666666666666, 'beside': 0.5, 'front': 0.6666666666666666, 'left': 0.3333333333333333, 'on': 0.6666666666666666, 'near': 0.3333333333333333, 'close': 0.5, 'next': 0.6666666666666666, 'over': 0.3333333333333333, 'on top': 0.5, 'vicinity': 0.5, 'below': 0.6666666666666666, 'right': 0.6666666666666667}"
56,15,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.6666666666666666, 'against': 0.6666666666666666, 'behind': 0.6666666666666666, 'at': 0.3333333333333333, 'beside': 0.0, 'front': 0.5, 'left': 0.16666666666666666, 'on': 0.0, 'near': 0.3333333333333333, 'close': 0.5, 'next': 0.8333333333333334, 'over': 0.16666666666666666, 'on top': 0.5, 'vicinity': 0.3333333333333333, 'below': 0.5, 'right': 0.8333333333333334}"
57,15,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.16666666666666666, 'against': 0.6666666666666666, 'behind': 0.16666666666666666, 'at': 0.16666666666666666, 'beside': 0.8333333333333334, 'front': 0.0, 'left': 0.0, 'on': 0.6666666666666666, 'near': 0.8333333333333334, 'close': 0.8333333333333334, 'next': 0.8333333333333334, 'over': 0.3333333333333333, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 1.0}"
58,15,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.3333333333333333, 'behind': 0.0, 'at': 1.0, 'beside': 0.16666666666666666, 'front': 0.8333333333333334, 'left': 1.0, 'on': 0.6666666666666666, 'near': 0.8333333333333334, 'close': 0.3333333333333333, 'next': 0.5, 'over': 0.8333333333333334, 'on top': 0.3333333333333333, 'vicinity': 0.8333333333333334, 'below': 0.8333333333333334, 'right': 0.0}"
59,15,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.6666666666666666, 'against': 0.3333333333333333, 'behind': 0.6666666666666666, 'at': 0.3333333333333333, 'beside': 1.0, 'front': 0.3333333333333333, 'left': 0.3333333333333333, 'on': 1.0, 'near': 0.0, 'close': 1.0, 'next': 0.6666666666666666, 'over': 1.0, 'on top': 0.5, 'vicinity': 1.0, 'below': 0.3333333333333333, 'right': 0.6666666666666667}"
60,16,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 0.3333333333333333, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.16666666666666666, 'near': 0.8333333333333334, 'close': 0.8333333333333334, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.5, 'below': 0.0, 'right': 0.0}"
61,16,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.16666666666666666, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.8333333333333334, 'close': 0.6666666666666666, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.6666666666666666, 'below': 0.0, 'right': 0.0}"
62,16,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.16666666666666666, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.16666666666666666, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
63,16,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.3333333333333333, 'behind': 0.0, 'at': 0.3333333333333333, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.16666666666666666, 'near': 0.8333333333333334, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.8333333333333334, 'below': 0.0, 'right': 0.0}"
64,17,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 1.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.0, 'close': 0.5, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
65,17,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.8333333333333334, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.3333333333333333, 'close': 0.6666666666666666, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
66,17,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
67,17,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 1.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.3333333333333333, 'close': 0.6666666666666666, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
68,18,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.5, 'behind': 0.0, 'at': 0.6666666666666666, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.5, 'near': 0.8333333333333334, 'close': 0.8333333333333334, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.6666666666666666, 'below': 0.0, 'right': 0.0}"
69,18,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.8333333333333334, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.5, 'close': 0.0, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.16666666666666663}"
70,18,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 0.6666666666666666, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.33333333333333337}"
71,18,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.6666666666666666, 'behind': 0.0, 'at': 0.6666666666666666, 'beside': 0.6666666666666666, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 1.0, 'close': 0.6666666666666666, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.6666666666666666, 'below': 0.0, 'right': 0.16666666666666663}"
72,19,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 1.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
73,19,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 0.8333333333333334, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
74,19,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.8333333333333334, 'below': 0.0, 'right': 0.16666666666666663}"
75,19,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 1.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
76,20,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.6666666666666666, 'against': 0.5, 'behind': 0.6666666666666666, 'at': 0.3333333333333333, 'beside': 0.3333333333333333, 'front': 0.6666666666666666, 'left': 0.3333333333333333, 'on': 0.5, 'near': 0.6666666666666666, 'close': 0.8333333333333334, 'next': 1.0, 'over': 0.3333333333333333, 'on top': 0.5, 'vicinity': 0.5, 'below': 0.6666666666666666, 'right': 0.6666666666666667}"
77,20,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.5, 'behind': 0.0, 'at': 0.3333333333333333, 'beside': 0.6666666666666666, 'front': 0.5, 'left': 1.0, 'on': 0.6666666666666666, 'near': 0.5, 'close': 0.6666666666666666, 'next': 0.6666666666666666, 'over': 0.3333333333333333, 'on top': 0.5, 'vicinity': 0.3333333333333333, 'below': 0.5, 'right': 0.0}"
78,20,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.3333333333333333, 'against': 0.5, 'behind': 0.3333333333333333, 'at': 0.6666666666666666, 'beside': 0.6666666666666666, 'front': 0.5, 'left': 0.5, 'on': 0.6666666666666666, 'near': 0.5, 'close': 0.5, 'next': 0.6666666666666666, 'over': 0.3333333333333333, 'on top': 0.5, 'vicinity': 0.3333333333333333, 'below': 0.5, 'right': 0.5}"
79,20,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.16666666666666666, 'against': 0.5, 'behind': 0.16666666666666666, 'at': 0.5, 'beside': 0.3333333333333333, 'front': 0.6666666666666666, 'left': 1.0, 'on': 0.6666666666666666, 'near': 0.6666666666666666, 'close': 0.5, 'next': 0.6666666666666666, 'over': 0.5, 'on top': 0.5, 'vicinity': 0.8333333333333334, 'below': 0.6666666666666666, 'right': 0.0}"
80,21,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 0.6666666666666666, 'beside': 0.0, 'front': 0.0, 'left': 0.0, 'on': 0.0, 'near': 1.0, 'close': 0.8333333333333334, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 1.0}"
81,21,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.6666666666666666, 'front': 0.0, 'left': 0.0, 'on': 0.0, 'near': 0.8333333333333334, 'close': 0.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 1.0}"
82,21,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
83,21,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 0.8333333333333334, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
84,22,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 1.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.16666666666666666, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.8333333333333334, 'below': 0.0, 'right': 0.0}"
85,22,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.8333333333333334, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
86,22,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
87,22,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 1.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.8333333333333334, 'below': 0.0, 'right': 0.0}"
88,23,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 0.8333333333333334, 'beside': 0.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
89,23,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.5, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.8333333333333334, 'close': 0.8333333333333334, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.8333333333333334, 'below': 0.0, 'right': 0.0}"
90,23,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
91,23,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 1.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
92,24,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 0.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.5, 'near': 1.0, 'close': 1.0, 'next': 0.5, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
93,24,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 1.0, 'front': 0.0, 'left': 0.0, 'on': 0.0, 'near': 0.8333333333333334, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.6666666666666666, 'below': 0.0, 'right': 1.0}"
94,24,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.3333333333333333, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.0}"
95,24,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.8333333333333334, 'behind': 0.0, 'at': 0.16666666666666666, 'beside': 0.6666666666666666, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.8333333333333334, 'close': 0.8333333333333334, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.16666666666666663}"
96,25,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 0.6666666666666666, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
97,25,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.5, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 0.6666666666666666, 'next': 0.6666666666666666, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
98,25,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.16666666666666666, 'close': 0.16666666666666666, 'next': 0.16666666666666666, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.3333333333333333, 'below': 0.0, 'right': 0.0}"
99,25,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 0.8333333333333334, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 1.0, 'close': 1.0, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 1.0, 'below': 0.0, 'right': 0.0}"
100,26,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.8333333333333334, 'behind': 0.0, 'at': 0.3333333333333333, 'beside': 0.6666666666666666, 'front': 0.8333333333333334, 'left': 0.3333333333333333, 'on': 0.0, 'near': 0.6666666666666666, 'close': 0.6666666666666666, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.5, 'below': 0.8333333333333334, 'right': 0.6666666666666667}"
101,26,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.3333333333333333, 'beside': 0.5, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.3333333333333333, 'close': 0.8333333333333334, 'next': 0.6666666666666666, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.5, 'below': 0.0, 'right': 0.16666666666666663}"
102,26,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 0.5, 'on': 0.0, 'near': 0.0, 'close': 0.16666666666666666, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.5, 'below': 0.0, 'right': 0.5}"
103,26,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.6666666666666666, 'behind': 0.0, 'at': 0.5, 'beside': 1.0, 'front': 0.0, 'left': 0.5, 'on': 0.0, 'near': 0.5, 'close': 0.5, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.5, 'below': 0.0, 'right': 0.5}"
